,DX~All,DXSUB~All,DX~TMCQ,DX~Neuro
LogReg,0.973195902372103,0.709449615422826,0.980918452257125,0.715357355063238
RandomForest,0.954322595426714,0.715935439219374,0.963793791711412,0.605104405398523
GradientBoosting,0.971275982660422,0.729939682858191,0.973372306152626,0.666619981325864
XGB,0.972467656964225,0.726717710789671,0.975380076352616,0.662877514642221
