,fit_time,score_time,test_accuracy,test_neg_log_loss,test_roc_auc
LogReg,2.7282604217529296,4.396857070922851,0.6492626253965532,-0.6045511831840049,0.7119440806736038
RandomForest,4.544920158386231,10.27087469100952,0.6011122543275506,-0.8486348898667595,0.6353282683825094
GradientBoosting,6.813020706176758,16.603447008132935,0.6529307623665851,-0.6684932132581151,0.6755226086860597
XGB,8.48831729888916,22.49687776565552,0.6659812131431784,-0.658581265420273,0.6764120480902426
