,fit_time,score_time,test_accuracy,test_neg_log_loss,test_roc_auc
LogReg,7.340366220474243,6.70392107963562,0.7662275594426904,-0.6168246411782226,0.714182539451075
RandomForest,9.411289310455322,14.039822673797607,0.7611306720222298,-1.9736219094383003,0.713697806778459
GradientBoosting,12.438447952270508,19.161562871932983,0.7793687270328806,-0.6897623202312415,0.7289160817804994
XGB,14.302737665176391,25.654978895187377,0.7876880604565359,-0.5849229418271737,0.7354198852837882
