,fit_time,score_time,test_accuracy,test_neg_log_loss,test_roc_auc
LogReg,7.359195137023926,6.148367881774902,0.9088567493112947,-0.21079326270465332,0.9708545986177566
RandomForest,9.452390480041505,11.709226608276367,0.9287190082644627,-0.4275969502980329,0.9550418660287082
GradientBoosting,11.417555046081542,18.912921380996703,0.9337052341597797,-0.22714189120294778,0.9677604997341838
XGB,13.7872230052948,24.229598903656004,0.9270798898071625,-0.21161177299756312,0.9699840510366826
