,fit_time,score_time,test_accuracy,test_neg_log_loss,test_roc_auc,train_accuracy,train_neg_log_loss,train_roc_auc
LogReg,8.858299851417542,7.569413685798645,0.7612580107377498,-0.6093732071831566,0.709591853545337,0.8124140343384539,-0.4695220890034636,0.7402726297149075
RandomForest,13.90965919494629,20.218519353866576,0.7694309799317014,-1.4866704497855652,0.7314317207260379,0.9714385381700451,-0.1962916604257244,0.9617829405855833
GradientBoosting,19.23246762752533,33.594015550613406,0.7742961306456093,-0.6344076374071237,0.7246838391381268,0.9867335233170096,-0.0814215214374611,0.9797110117772332
XGB,24.085008668899537,47.729871606826784,0.7842933969113284,-0.589775211117144,0.7359164556751787,0.9791801367142006,-0.13747622873177048,0.9750027453290514
